No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
8796,36,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),769,432,754,734
8797,37,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),770,432,758,730
8798,38,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),775,432,765,718
8799,39,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),772,432,757,727
8800,40,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),778,432,764,728
8801,41,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),778,432,757,728
8802,42,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),768,432,760,727
8803,43,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),764,432,759,723
8804,44,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),761,432,755,727
8805,45,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),770,432,760,720
8806,46,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),772,432,757,727
8807,47,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),775,432,767,731
8808,48,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),762,432,765,729
8809,49,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),767,432,756,725
8810,50,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),772,432,763,727
8811,51,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),775,432,749,730
8812,52,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),764,432,752,729
8813,53,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),761,432,756,729
8814,54,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),774,432,753,727
8815,55,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),777,432,758,739
8816,56,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),770,432,752,730
8817,57,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),768,432,765,732
8818,58,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),770,432,757,718
8819,59,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),772,432,759,730
8820,60,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neutral Position(Best Position),777,432,748,726
8821,1,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,772,432,762,724
8822,2,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,761,731
8823,3,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,759,736
8824,4,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,771,432,761,733
8825,5,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,763,432,752,724
8826,6,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,762,432,750,725
8827,7,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,762,432,756,719
8828,8,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,770,432,760,729
8829,9,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,761,722
8830,10,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,758,720
8831,11,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,771,432,753,727
8832,12,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,753,725
8833,13,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,773,432,757,720
8834,14,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,749,724
8835,15,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,753,726
8836,16,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,772,432,760,725
8837,17,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,757,734
8838,18,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,758,723
8839,19,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,777,432,755,724
8840,20,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,765,432,750,729
8841,21,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,770,432,758,718
8842,22,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,761,728
8843,23,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,770,432,757,728
8844,24,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,776,432,760,725
8845,25,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,765,432,761,727
8846,26,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,768,432,758,723
8847,27,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,773,432,752,729
8848,28,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,761,731
8849,29,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,771,432,762,728
8850,30,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,774,432,756,724
8851,31,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,758,729
8852,32,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,772,432,760,728
8853,33,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,766,432,760,725
8854,34,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,780,432,754,727
8855,35,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,775,432,752,726
8856,36,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,760,719
8857,37,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,757,733
8858,38,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,779,432,752,723
8859,39,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,770,432,756,728
8860,40,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,771,432,754,729
8861,41,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,766,432,758,728
8862,42,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,763,432,749,731
8863,43,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,766,432,757,731
8864,44,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,771,432,746,724
8865,45,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,769,432,752,733
8866,46,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,774,432,760,720
8867,47,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,773,432,754,724
8868,48,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,755,432,753,727
8869,49,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,765,432,756,729
8870,50,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,757,727
8871,51,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,766,432,749,728
8872,52,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,755,729
8873,53,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,772,432,757,723
8874,54,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,764,432,762,720
8875,55,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,773,432,757,732
8876,56,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,761,432,750,734
8877,57,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,766,432,751,727
8878,58,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,774,432,760,724
8879,59,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,767,432,760,723
8880,60,Male,L,49,28,24,42,48,44,65,62,Round Shoulder,Neck Extension,775,432,754,733
8881,1,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,751,704
8882,2,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),762,432,751,717
8883,3,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),760,432,757,706
8884,4,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),756,432,750,711
8885,5,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),766,432,754,719
8886,6,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,760,714
8887,7,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,755,710
8888,8,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,741,708
8889,9,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),760,432,748,711
8890,10,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),756,432,759,720
8891,11,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),764,432,750,719
8892,12,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,757,712
8893,13,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),759,432,758,720
8894,14,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,752,722
8895,15,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,750,714
8896,16,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),775,432,759,724
8897,17,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),766,432,755,711
8898,18,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),754,432,751,709
8899,19,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,752,710
8900,20,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),757,432,753,719
8901,21,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),759,432,755,712
8902,22,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,758,719
8903,23,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),765,432,757,710
8904,24,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),757,432,750,720
8905,25,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),763,432,765,711
8906,26,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,754,712
8907,27,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),755,432,756,725
8908,28,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),757,432,750,715
8909,29,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),765,432,752,711
8910,30,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,760,711
8911,31,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),772,432,760,723
8912,32,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),771,432,761,711
8913,33,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),767,432,759,712
8914,34,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),759,432,759,726
8915,35,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),754,432,757,715
8916,36,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),762,432,748,702
8917,37,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),760,432,753,712
8918,38,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),754,432,748,710
8919,39,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),763,432,747,710
8920,40,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),762,432,748,718
8921,41,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),768,432,756,715
8922,42,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),748,432,762,716
8923,43,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),765,432,753,715
8924,44,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,752,713
8925,45,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,746,716
8926,46,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),768,432,749,715
8927,47,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,757,717
8928,48,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,753,712
8929,49,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,754,713
8930,50,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),769,432,749,713
8931,51,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),756,432,748,708
8932,52,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),761,432,752,712
8933,53,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),755,432,747,714
8934,54,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),764,432,752,708
8935,55,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,753,717
8936,56,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),762,432,750,710
8937,57,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),757,432,751,712
8938,58,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),774,432,754,719
8939,59,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),762,432,752,712
8940,60,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Extreme),758,432,748,712
8941,1,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),758,432,754,726
8942,2,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),766,432,759,721
8943,3,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),764,432,761,708
8944,4,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),769,432,754,710
8945,5,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),769,432,751,717
8946,6,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),760,432,750,705
8947,7,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),766,432,749,724
8948,8,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),760,432,749,721
8949,9,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),756,432,753,716
8950,10,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),774,432,756,715
8951,11,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),772,432,757,716
8952,12,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),773,432,754,715
8953,13,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),759,432,749,715
8954,14,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),755,432,753,715
8955,15,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),772,432,754,712
8956,16,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),756,432,749,716
8957,17,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),764,432,752,726
8958,18,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),770,432,756,717
8959,19,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),766,432,753,717
8960,20,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),763,432,749,715
8961,21,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),766,432,751,711
8962,22,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),766,432,748,711
8963,23,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),771,432,754,708
8964,24,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),753,432,756,710
8965,25,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),769,432,752,719
8966,26,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),772,432,748,722
8967,27,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),760,432,756,710
8968,28,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),774,432,751,713
8969,29,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),771,432,750,715
8970,30,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),777,432,747,716
8971,31,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),768,432,753,714
8972,32,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),779,432,753,721
8973,33,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),775,432,758,719
8974,34,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),769,432,753,710
8975,35,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),778,432,764,714
8976,36,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),768,432,756,719
8977,37,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),780,432,759,727
8978,38,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),783,432,754,720
8979,39,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),773,432,758,721
8980,40,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),771,432,750,725
8981,41,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),782,432,759,719
8982,42,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),772,432,753,721
8983,43,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),774,432,757,717
8984,44,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),771,432,755,720
8985,45,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),774,432,749,718
8986,46,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),777,432,756,718
8987,47,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),776,432,754,716
8988,48,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),778,432,752,721
8989,49,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),767,432,761,717
8990,50,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),778,432,755,718
8991,51,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),779,432,760,712
8992,52,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),771,432,755,722
8993,53,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),781,432,753,727
8994,54,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),768,432,751,710
8995,55,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),776,432,749,711
8996,56,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),777,432,754,712
8997,57,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),776,432,750,721
8998,58,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),770,432,758,719
8999,59,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),780,432,753,717
9000,60,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Poking Chin (Acceptable),786,432,758,716
9001,1,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),771,432,767,723
9002,2,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),772,432,759,716
9003,3,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),784,432,751,720
9004,4,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),774,432,753,713
9005,5,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),781,432,753,707
9006,6,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),768,432,750,715
9007,7,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,748,717
9008,8,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),780,432,753,712
9009,9,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),782,432,759,722
9010,10,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,761,713
9011,11,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),780,432,752,718
9012,12,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),779,432,760,713
9013,13,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,753,722
9014,14,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,757,713
9015,15,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),780,432,754,720
9016,16,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),781,432,760,715
9017,17,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),789,432,758,720
9018,18,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),777,432,756,716
9019,19,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),774,432,761,723
9020,20,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,753,717
9021,21,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),782,432,754,714
9022,22,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,756,710
9023,23,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),785,432,761,704
9024,24,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),786,432,759,717
9025,25,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),782,432,751,712
9026,26,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),781,432,768,711
9027,27,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),776,432,755,713
9028,28,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),789,432,762,716
9029,29,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),778,432,749,719
9030,30,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),783,432,765,714
9031,31,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),783,432,760,714
9032,32,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),785,432,754,715
9033,33,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),788,432,759,716
9034,34,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),767,432,749,714
9035,35,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),783,432,757,716
9036,36,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),774,432,761,715
9037,37,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),776,432,762,714
9038,38,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),779,432,757,718
9039,39,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),772,432,757,722
9040,40,Male,L,49,28,24,42,48,44,65,62,Acceptable Round Shoulder,Neutral Position(Best Position),787,432,750,715
