No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
10238,38,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),858,675,878,831
10239,39,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),848,654,866,849
10240,40,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),844,642,868,827
10241,41,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),853,633,867,837
10242,42,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),852,626,867,837
10243,43,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),855,652,874,836
10244,44,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),858,651,864,825
10245,45,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),842,668,869,837
10246,46,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),851,644,871,839
10247,47,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),846,673,866,836
10248,48,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),855,637,871,839
10249,49,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),860,674,870,835
10250,50,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),860,674,864,820
10251,51,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),853,693,867,848
10252,52,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),847,670,868,823
10253,53,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),855,673,877,836
10254,54,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),861,694,875,839
10255,55,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),858,650,860,840
10256,56,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),868,670,881,843
10257,57,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),854,677,869,822
10258,58,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),847,674,868,832
10259,59,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),850,688,860,836
10260,60,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neutral Position(Best Position),857,678,877,831
10261,1,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,856,681,869,826
10262,2,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,849,672,875,827
10263,3,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,870,709,874,830
10264,4,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,869,728,871,836
10265,5,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,863,729,870,822
10266,6,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,742,879,838
10267,7,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,857,734,883,837
10268,8,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,850,753,871,831
10269,9,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,864,732,866,831
10270,10,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,852,728,871,832
10271,11,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,849,724,870,830
10272,12,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,865,722,889,841
10273,13,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,868,719,879,843
10274,14,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,872,702,867,835
10275,15,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,869,726,877,841
10276,16,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,866,724,876,838
10277,17,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,863,713,871,839
10278,18,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,862,747,868,841
10279,19,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,850,743,870,826
10280,20,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,872,739,879,833
10281,21,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,863,719,872,837
10282,22,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,864,730,880,846
10283,23,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,872,707,877,840
10284,24,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,867,732,879,840
10285,25,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,866,754,876,840
10286,26,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,771,873,840
10287,27,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,860,740,882,842
10288,28,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,740,873,837
10289,29,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,862,736,881,841
10290,30,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,864,739,878,850
10291,31,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,867,743,882,842
10292,32,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,868,735,885,837
10293,33,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,761,882,832
10294,34,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,747,883,847
10295,35,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,857,764,876,834
10296,36,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,741,874,846
10297,37,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,869,751,876,840
10298,38,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,871,756,880,846
10299,39,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,875,737,868,851
10300,40,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,879,742,880,842
10301,41,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,863,723,889,842
10302,42,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,870,737,882,851
10303,43,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,866,751,878,854
10304,44,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,879,746,883,843
10305,45,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,878,743,889,841
10306,46,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,865,722,876,852
10307,47,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,870,715,871,850
10308,48,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,868,712,873,836
10309,49,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,745,882,841
10310,50,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,858,734,868,844
10311,51,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,860,708,880,854
10312,52,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,869,727,878,842
10313,53,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,700,883,849
10314,54,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,872,684,884,843
10315,55,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,724,866,848
10316,56,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,697,877,832
10317,57,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,859,707,871,844
10318,58,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,867,688,876,836
10319,59,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,849,649,866,841
10320,60,Male,L,49,28,24,42,48,44,80,74,Round Shoulder,Neck Extension,865,661,874,844
10321,1,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),896,743,896,833
10322,2,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,706,902,841
10323,3,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),905,681,896,833
10324,4,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),899,674,898,840
10325,5,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),884,660,903,833
10326,6,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),893,688,894,828
10327,7,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),894,663,887,833
10328,8,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),891,679,899,836
10329,9,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),903,686,885,843
10330,10,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),900,667,891,851
10331,11,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),888,681,891,832
10332,12,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,693,890,824
10333,13,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),897,675,898,841
10334,14,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),900,704,885,826
10335,15,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),908,704,897,836
10336,16,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),899,664,899,836
10337,17,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),915,686,903,840
10338,18,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),879,683,899,837
10339,19,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),912,693,891,834
10340,20,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),893,698,897,833
10341,21,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,690,888,843
10342,22,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),887,686,888,852
10343,23,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),904,678,890,846
10344,24,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,673,891,823
10345,25,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),897,692,893,842
10346,26,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),896,677,888,838
10347,27,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),906,680,895,832
10348,28,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),906,703,885,836
10349,29,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),895,706,892,837
10350,30,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),903,690,892,850
10351,31,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),899,692,892,841
10352,32,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),897,714,899,849
10353,33,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),895,704,903,845
10354,34,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),894,687,890,835
10355,35,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,696,896,820
10356,36,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),889,703,895,837
10357,37,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,699,894,836
10358,38,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),904,718,894,836
10359,39,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,731,902,847
10360,40,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),913,696,893,834
10361,41,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),909,704,893,846
10362,42,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),903,710,902,834
10363,43,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),895,711,899,837
10364,44,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),906,681,897,839
10365,45,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,713,886,839
10366,46,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),892,726,901,840
10367,47,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,716,891,835
10368,48,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),898,720,893,846
10369,49,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),895,715,894,827
10370,50,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),908,713,901,839
10371,51,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,721,888,839
10372,52,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),913,708,905,839
10373,53,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),897,708,892,838
10374,54,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),890,711,895,836
10375,55,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),904,720,891,838
10376,56,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),906,722,897,845
10377,57,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),904,698,893,833
10378,58,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),920,702,896,843
10379,59,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),897,712,899,834
10380,60,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Extreme),901,708,900,843
10381,1,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),906,710,903,840
10382,2,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),912,711,899,844
10383,3,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),899,745,892,840
10384,4,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),913,751,901,827
10385,5,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),912,775,902,853
10386,6,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),908,769,906,839
10387,7,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),913,760,903,837
10388,8,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),916,763,895,831
10389,9,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),906,778,899,841
10390,10,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),905,759,896,834
10391,11,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),913,752,900,841
10392,12,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),901,758,895,825
10393,13,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),908,771,896,845
10394,14,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),920,767,900,845
10395,15,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),910,770,904,856
10396,16,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),901,777,883,844
10397,17,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),900,754,895,838
10398,18,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),894,723,891,830
10399,19,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),897,737,887,827
10400,20,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),895,749,890,836
10401,21,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),904,746,886,844
10402,22,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),908,746,887,844
10403,23,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),900,755,883,829
10404,24,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),907,735,898,847
10405,25,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),897,712,899,821
10406,26,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),900,739,887,833
10407,27,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),901,749,891,840
10408,28,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),909,721,897,833
10409,29,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),902,744,897,833
10410,30,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),893,742,897,832
10411,31,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),896,746,892,838
10412,32,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),903,758,892,833
10413,33,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),909,762,899,832
10414,34,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),903,769,890,834
10415,35,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),895,766,895,836
10416,36,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),890,734,885,833
10417,37,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),902,741,897,826
10418,38,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),907,754,897,843
10419,39,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),925,778,902,834
10420,40,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),915,779,906,837
10421,41,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),915,764,899,843
10422,42,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),916,767,903,837
10423,43,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),914,815,907,842
10424,44,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),915,757,898,839
10425,45,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),905,757,898,840
10426,46,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),912,772,904,839
10427,47,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),908,764,908,838
10428,48,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),907,773,905,841
10429,49,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),917,770,908,846
10430,50,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),921,784,909,845
10431,51,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),912,768,905,840
10432,52,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),913,776,909,849
10433,53,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),906,776,905,846
10434,54,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),915,787,914,854
10435,55,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),934,774,909,850
10436,56,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),922,765,911,824
10437,57,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),916,778,905,832
10438,58,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),915,731,903,850
10439,59,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),910,763,904,849
10440,60,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Poking Chin (Acceptable),921,779,902,845
10441,1,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),911,755,907,852
10442,2,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),901,751,907,851
10443,3,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),913,758,907,846
10444,4,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),909,811,907,842
10445,5,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),916,793,914,842
10446,6,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),902,789,889,840
10447,7,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),913,823,904,848
10448,8,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),903,798,894,831
10449,9,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),907,811,902,835
10450,10,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),920,802,896,850
10451,11,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),902,821,908,842
10452,12,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),909,810,898,830
10453,13,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),921,808,894,838
10454,14,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),915,818,901,837
10455,15,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),914,798,899,839
10456,16,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),900,784,904,838
10457,17,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,808,900,832
10458,18,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,848,906,840
10459,19,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,788,903,829
10460,20,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),915,803,900,831
10461,21,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),898,798,904,848
10462,22,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),902,791,898,843
10463,23,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),911,809,897,835
10464,24,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),923,814,894,829
10465,25,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),911,801,893,843
10466,26,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),919,805,903,846
10467,27,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),914,807,900,847
10468,28,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),915,818,906,838
10469,29,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),910,816,903,850
10470,30,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,784,909,836
10471,31,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),910,813,901,850
10472,32,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),910,816,895,841
10473,33,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),908,814,903,833
10474,34,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),909,822,898,841
10475,35,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),905,829,899,844
10476,36,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),910,813,903,832
10477,37,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),907,801,895,835
10478,38,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),902,787,883,827
10479,39,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),917,795,900,832
10480,40,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),923,800,905,833
10481,41,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),903,785,910,835
10482,42,Male,L,49,28,24,42,48,44,80,74,Acceptable Round Shoulder,Neutral Position(Best Position),919,804,899,846
